InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536705,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 14:35,1.65,13047,United Kingdom
536706,22960,JAM MAKING SET WITH JARS,6,12/1/2010 14:36,4.25,13047,United Kingdom
536707,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 14:37,6.95,13047,United Kingdom
536708,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 14:38,3.39,13047,United Kingdom
536709,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:39,4.95,13047,United Kingdom
536710,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:40,1.65,13047,United Kingdom
536711,21724,RED HARMONICA IN BOX,10,12/1/2010 14:41,1.25,13047,United Kingdom
536712,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:42,2.95,13047,United Kingdom
536713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 14:43,2.55,13047,United Kingdom
536714,71053,WHITE METAL LANTERN,6,12/1/2010 14:44,3.39,13047,United Kingdom
536715,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 14:45,1.85,13047,United Kingdom
536716,21914,BLUE HARMONICA IN BOX,12,12/1/2010 14:46,1.25,13047,United Kingdom
536717,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 14:47,1.65,13047,United Kingdom
536718,22960,JAM MAKING SET WITH JARS,6,12/1/2010 14:48,4.25,13047,United Kingdom
536719,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 14:49,6.95,13047,United Kingdom
536720,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 14:50,3.39,13047,United Kingdom
536721,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:51,4.95,13047,United Kingdom
536722,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:52,1.65,13047,United Kingdom
536723,21724,RED HARMONICA IN BOX,10,12/1/2010 14:53,1.25,13047,United Kingdom
536724,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:54,2.95,13047,United Kingdom
