InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536605,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 12:55,1.65,13047,United Kingdom
536606,22960,JAM MAKING SET WITH JARS,6,12/1/2010 12:56,4.25,13047,United Kingdom
536607,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 12:57,6.95,13047,United Kingdom
536608,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 12:58,3.39,13047,United Kingdom
536609,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 12:59,4.95,13047,United Kingdom
536610,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:00,1.65,13047,United Kingdom
536611,21724,RED HARMONICA IN BOX,10,12/1/2010 13:01,1.25,13047,United Kingdom
536612,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:02,2.95,13047,United Kingdom
536613,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:03,2.55,13047,United Kingdom
536614,71053,WHITE METAL LANTERN,6,12/1/2010 13:04,3.39,13047,United Kingdom
536615,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 13:05,1.85,13047,United Kingdom
536616,21914,BLUE HARMONICA IN BOX,12,12/1/2010 13:06,1.25,13047,United Kingdom
536617,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 13:07,1.65,13047,United Kingdom
536618,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:08,4.25,13047,United Kingdom
536619,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 13:09,6.95,13047,United Kingdom
536620,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 13:10,3.39,13047,United Kingdom
536621,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 13:11,4.95,13047,United Kingdom
536622,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 13:12,1.65,13047,United Kingdom
536623,21724,RED HARMONICA IN BOX,10,12/1/2010 13:13,1.25,13047,United Kingdom
536624,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:14,2.95,13047,United Kingdom
