InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:15,2.55,13047,United Kingdom
536626,71053,WHITE METAL LANTERN,6,12/1/2010 13:16,3.39,13047,United Kingdom
536627,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/1/2010 13:17,2.75,13047,United Kingdom
536628,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 13:18,3.39,13047,United Kingdom
536629,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 13:19,3.39,13047,United Kingdom
536630,22752,SET 7 BABUSHKA NESTING BOXES,2,12/1/2010 13:20,7.65,13047,United Kingdom
536631,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 13:21,4.25,13047,United Kingdom
536632,22633,HAND WARMER UNION JACK,6,12/1/2010 13:22,1.85,13047,United Kingdom
536633,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 13:23,1.85,13047,United Kingdom
536634,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 13:24,1.69,13047,United Kingdom
536635,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/1/2010 13:25,2.1,13047,United Kingdom
536636,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/1/2010 13:26,2.1,13047,United Kingdom
536637,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 13:27,3.75,13047,United Kingdom
536638,22310,IVORY KNITTED MUG COSY,6,12/1/2010 13:28,1.65,13047,United Kingdom
536639,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 13:29,4.25,13047,United Kingdom
536640,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 13:30,4.95,13047,United Kingdom
536641,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 13:31,9.95,13047,United Kingdom
536642,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 13:32,5.95,13047,United Kingdom
536643,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 13:33,5.95,13047,United Kingdom
536644,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 13:34,7.95,13047,United Kingdom
