InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536585,21756,DOORMAT NEW ENGLAND,10,12/1/2010 12:35,7.95,13047,United Kingdom
536586,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 12:36,1.65,13047,United Kingdom
536587,21724,RED HARMONICA IN BOX,10,12/1/2010 12:37,1.25,13047,United Kingdom
536588,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 12:38,2.95,13047,United Kingdom
536589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 12:39,2.55,13047,United Kingdom
536590,71053,WHITE METAL LANTERN,6,12/1/2010 12:40,3.39,13047,United Kingdom
536591,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 12:41,1.85,13047,United Kingdom
536592,21914,BLUE HARMONICA IN BOX,12,12/1/2010 12:42,1.25,13047,United Kingdom
536593,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 12:43,1.65,13047,United Kingdom
536594,22960,JAM MAKING SET WITH JARS,6,12/1/2010 12:44,4.25,13047,United Kingdom
536595,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 12:45,6.95,13047,United Kingdom
536596,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 12:46,3.39,13047,United Kingdom
536597,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 12:47,4.95,13047,United Kingdom
536598,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 12:48,1.65,13047,United Kingdom
536599,21724,RED HARMONICA IN BOX,10,12/1/2010 12:49,1.25,13047,United Kingdom
536600,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 12:50,2.95,13047,United Kingdom
536601,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 12:51,2.55,13047,United Kingdom
536602,71053,WHITE METAL LANTERN,6,12/1/2010 12:52,3.39,13047,United Kingdom
536603,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 12:53,1.85,13047,United Kingdom
536604,21914,BLUE HARMONICA IN BOX,12,12/1/2010 12:54,1.25,13047,United Kingdom
